#{"t_start": 1605634679.1451845, "env_id": "ChromeDinoHandrafted-v0"}
r,l,t
5.89,82,11.87428
-4.96,73,20.792071
2.39,46,27.222789
2.19,43,32.301085
4.03,62,39.740087
2.43,45,44.834854
-4.3,80,53.87702
4.71,69,61.308181
-7.64,45,66.324856
2.42,46,71.274015
2.47,46,76.323359
2.66,48,81.52629
-7.69,44,86.497565
2.82,49,91.686407
2.51,46,96.681002
2.6,47,101.790348
2.6,47,106.952187
5.67,79,115.807735
-3.33,89,125.176341
5.03,72,132.742162
2.5,46,137.794593
4.55,67,144.639208
2.82,49,149.681861
3.03,51,154.86641
3.91,60,160.953558
3.54,57,167.025004
4.07,62,173.512512
3.56,57,179.600458
8.75,111,190.957132
2.69,48,196.12973
-7.33,47,201.108207
-3.71,85,209.851799
2.92,50,214.895308
5.42,77,223.712474
2.78,49,228.858097
8.45,108,240.595935
2.74,48,245.633435
-7.31,48,250.608045
2.82,49,255.631426
3.01,51,260.770366
6.02,82,269.494338
3.11,52,274.616459
2.69,48,279.774039
8.05,103,290.773143
2.73,48,295.909225
-4.81,74,303.597208
2.88,50,308.698769
3.02,51,313.783309
11.18,135,327.771774
5.34,75,335.126588
8.95,112,346.507708
-7.16,49,351.459049
-7.24,48,356.418572
3.34,54,361.654766
5.4,76,369.704909
2.8,49,374.910185
-7.46,46,379.887608
2.62,47,385.087224
6.04,83,394.322568
2.57,47,399.44964
-5.87,63,406.012563
2.78,49,411.066814
2.92,50,416.106424
2.71,48,421.183221
5.54,78,430.296632
3.51,57,436.964918
4.46,66,444.498099
2.72,48,449.792089
2.93,50,454.977218
4.92,71,462.910529
6.08,83,471.665056
-7.05,50,476.633981
3.87,60,483.154073
2.82,49,488.311859
-7.37,47,493.255644
3.93,60,499.400955
